positive,negative,rating,comments,category
"Dorucak je solidan, sasvim dovoljno za pocetak dana i sto je najvaznije sve je preukusno.
Na 10 minuta hoda je TC Galerija, Beograd na vodi, Promenada - za sve one koji su dosli da odmaraju i uzivaju. U neposrednoj blizini je i Klinicki centar za one koji u Beograd dolaze ne tako lepim povodom.",Za prvu posetu ovom hotelu nemam neku vecu zamerku.,9,"Dorucak je solidan, sasvim dovoljno za pocetak dana i sto je najvaznije sve je preukusno.
Na 10 minuta hoda je TC Galerija, Beograd na vodi, Promenada - za sve one koji su dosli da odmaraju i uzivaju. U neposrednoj blizini je i Klinicki centar za one koji u Beograd dolaze ne tako lepim povodom. Za prvu posetu ovom hotelu nemam neku vecu zamerku.",pozitivan
"Jako prostrano, udobno, divna veranda, dobra tuš kabina, odličan doručak. Povoljna cena. U ceni je i spa (nismo koristili, zbog kratkog boravka).","Sama brvnara dosta škripi, problem buke iz susednih brvnara. Manji problemi su: loš izbor kanala na TV, u kupatilu samo sapun.",8,"Jako prostrano, udobno, divna veranda, dobra tuš kabina, odličan doručak. Povoljna cena. U ceni je i spa (nismo koristili, zbog kratkog boravka). Sama brvnara dosta škripi, problem buke iz susednih brvnara. Manji problemi su: loš izbor kanala na TV, u kupatilu samo sapun.",pozitivan
Izuzetno prijatan i čist apartman na odlicnom mestu.,Sve u najboljem redu.,10,Izuzetno prijatan i čist apartman na odlicnom mestu. Sve u najboljem redu.,pozitivan
"Lepo smestaj, čist",,9,"Lepo smestaj, čist ",pozitivan
"Unkomplizierte check in, große der Wohnung.",Wir haben Tourismus Taxen bezahlt aber keine Quittungen oder Bestätigung dafür bekommen.,8,"Unkomplizierte check in, große der Wohnung. Wir haben Tourismus Taxen bezahlt aber keine Quittungen oder Bestätigung dafür bekommen.",pozitivan
"Great location in the city centre. Good choise for groups.
Communication with the owner was excellent and airport transfers were perfectly organized.",Some inventory could be renewed.,9,"Great location in the city centre. Good choise for groups.
Communication with the owner was excellent and airport transfers were perfectly organized. Some inventory could be renewed.",pozitivan
Izvanredno sve!,Izvanredno sve!,10,Izvanredno sve! Izvanredno sve!,pozitivan
"Lokacija, usluga, smeštaj!",---,10,"Lokacija, usluga, smeštaj! ---",pozitivan
Vrhunski hotel sve pohvale,,10,Vrhunski hotel sve pohvale ,pozitivan
Sve extra ppet dolazimo uskoro!,,10,Sve extra ppet dolazimo uskoro! ,pozitivan
,Prazan frižider u sobi,8, Prazan frižider u sobi,pozitivan
"Kao i uvijek sve je uglavnom ok i sasvim korektno za ulozeni novac. Cisto, uredno, osoblje ljubazno i usluzno. Piće dobrodoslice. Lokacija extra","Tus iznad glave stalno kapa, nemoguce ga je ugasiti i to treba popraviti. Trazila sam peglu, obecali mi donijeti u sobu i nikada nisu, mali minus za to, treba voditi racuna o takvim stvarima.",9,"Kao i uvijek sve je uglavnom ok i sasvim korektno za ulozeni novac. Cisto, uredno, osoblje ljubazno i usluzno. Piće dobrodoslice. Lokacija extra Tus iznad glave stalno kapa, nemoguce ga je ugasiti i to treba popraviti. Trazila sam peglu, obecali mi donijeti u sobu i nikada nisu, mali minus za to, treba voditi racuna o takvim stvarima.",pozitivan
"Odlična lokacija, čisto, uredno.
Ospblje ljubazno.","Sve je bilo u najboljem redu, nemamo primedbi.",9,"Odlična lokacija, čisto, uredno.
Ospblje ljubazno. Sve je bilo u najboljem redu, nemamo primedbi.",pozitivan
I ranije smo odsedali u vasem apartmanu i sve je bilo super.,,10,I ranije smo odsedali u vasem apartmanu i sve je bilo super. ,pozitivan
三个独立的卧室，2个卫生间，都可以如厕，洗溯，淋浴。超大的餐厅，客厅一体空间，适合大家庭住宿。门口就是超市，很方便。房间设施比较新，比较干净。很安静的住宿环境。,在市中心，停车特别不方便。另外，厨房最好安装一台抽油烟机。做饭不会把油烟弄的到处都是。,10,三个独立的卧室，2个卫生间，都可以如厕，洗溯，淋浴。超大的餐厅，客厅一体空间，适合大家庭住宿。门口就是超市，很方便。房间设施比较新，比较干净。很安静的住宿环境。 在市中心，停车特别不方便。另外，厨房最好安装一台抽油烟机。做饭不会把油烟弄的到处都是。,pozitivan
"Apartman odlicno opremljen, udoban, cist, sve preporuke.",Nemam negativnih utisaka.,10,"Apartman odlicno opremljen, udoban, cist, sve preporuke. Nemam negativnih utisaka.",pozitivan
"Mirna lokacija, idealno za odmor i relaksaciju. Izuzetno gostoljubiv i ljubazan domaćin.
Sve ok.",,10,"Mirna lokacija, idealno za odmor i relaksaciju. Izuzetno gostoljubiv i ljubazan domaćin.
Sve ok. ",pozitivan
"Cisto, odlicna lokacija, ljubazno osoblje.",,10,"Cisto, odlicna lokacija, ljubazno osoblje. ",pozitivan
Sve preporuke i za stan i za stanodavca!,,10,Sve preporuke i za stan i za stanodavca! ,pozitivan
"Ljubazno osoblje, doručak i parking.",Potrebno popraviti vodokotlić.,8,"Ljubazno osoblje, doručak i parking. Potrebno popraviti vodokotlić.",pozitivan
"Прељубазан домаћи, за сваку похвалу. Апартман и више него задовољавајућ.",Немам замерке,10,"Прељубазан домаћи, за сваку похвалу. Апартман и више него задовољавајућ. Немам замерке",pozitivan
"Udoban i velik krevet,dobar doručak, ljubazno osoblje, odlična  lokacija",,10,"Udoban i velik krevet,dobar doručak, ljubazno osoblje, odlična  lokacija ",pozitivan
Ljubazno osoblje,,10,Ljubazno osoblje ,pozitivan
"Veoma prijatna atmosfera, apartman čist i uređen, sve pohvale ! 

Domaćini vrlo ljubazni!",,10,"Veoma prijatna atmosfera, apartman čist i uređen, sve pohvale ! 

Domaćini vrlo ljubazni! ",pozitivan
Domaćin i apartman za svaku preporuku.,,10,Domaćin i apartman za svaku preporuku. ,pozitivan
"Sve. Organizovan prevoz od i do aerodroma vozilima visoke klase. Djevojka na recepciji divna i ljubazna, dostupna za sve što treba. Obezbijeđen krevetac za bebu i prelijep, veliki i izuzetno topao apartman (radijatori topli uvijek, plus klima) sa toplom vodom u svakom momentu. Ogroman broj kanala na tv-u, odličan wifi, dosta prostora za odlaganje odjeće i obuće, veliki radni sto, najbrže kuvalo, odlično opremljen mini bar. Izuzetno čisto!!! Peškiri se mijenjaju svakog dana, smeće se izbaca takođe. Krevet veliki i veoma udoban. Lokacija idealna, mirno, a opet na 5 hoda minuta od centra. Oduševljeni smo, maksimalno ispoštovani i sigurno ćemo se vratiti opet 😊",,10,"Sve. Organizovan prevoz od i do aerodroma vozilima visoke klase. Djevojka na recepciji divna i ljubazna, dostupna za sve što treba. Obezbijeđen krevetac za bebu i prelijep, veliki i izuzetno topao apartman (radijatori topli uvijek, plus klima) sa toplom vodom u svakom momentu. Ogroman broj kanala na tv-u, odličan wifi, dosta prostora za odlaganje odjeće i obuće, veliki radni sto, najbrže kuvalo, odlično opremljen mini bar. Izuzetno čisto!!! Peškiri se mijenjaju svakog dana, smeće se izbaca takođe. Krevet veliki i veoma udoban. Lokacija idealna, mirno, a opet na 5 hoda minuta od centra. Oduševljeni smo, maksimalno ispoštovani i sigurno ćemo se vratiti opet 😊 ",pozitivan
"Gazdarica Ljubica preljubazna. Apartman nov,prelep. Odmor sa prijateljima nezaboravan. Bukovicka banja prelepa za setnju,posebno. Verujem da cemo se ponovo vratiti.",,10,"Gazdarica Ljubica preljubazna. Apartman nov,prelep. Odmor sa prijateljima nezaboravan. Bukovicka banja prelepa za setnju,posebno. Verujem da cemo se ponovo vratiti. ",pozitivan
"Smeštaj je odličan! To je ono što smo tražili. Uživali smo, opustali se. Topla preporuka svima. Vlasnik prijatan. Pozdrav za vlasnika i za Benija 😊",,10,"Smeštaj je odličan! To je ono što smo tražili. Uživali smo, opustali se. Topla preporuka svima. Vlasnik prijatan. Pozdrav za vlasnika i za Benija 😊 ",pozitivan
Sve je ok bilo,,10,Sve je ok bilo ,pozitivan
"Objekat je odličan. Osoblje (devojke) ljubazne i profesionalne. 
Hostel je na odličnoj lokaciji. Sobe i sve prostorije su čiste, nove i lepo sređene. Ovaj hostel ima moju preporuku. ♥️",,10,"Objekat je odličan. Osoblje (devojke) ljubazne i profesionalne. 
Hostel je na odličnoj lokaciji. Sobe i sve prostorije su čiste, nove i lepo sređene. Ovaj hostel ima moju preporuku. ♥️ ",pozitivan
"Sve je bilo u najboljem redu. Čisto, uredno i novo.",,10,"Sve je bilo u najboljem redu. Čisto, uredno i novo. ",pozitivan
Ako se moze zanemariti cinjenica da smo rezervisali apartman a dobili sobu sa kupatilom smestaj se moze oceniti kao udoban i cist sa prostranim i savrseno cistim kupatilom. Ako zelite sobu bez frizidera i kupatilom dobicete dobar smestaj na odlicnoj lokaciji. Na terasu i parking koje vidite na slikama zaboravite.Ne postoje u sklopu ove smestajne jedinice,"Rezervisali smo apartman sa slike posto je bilo upitno da li ce i treci clan porodice poci sa nama. Docekala nas je dvokrevetna soba bez terase i mesta za parking. Objasnjenje domacina je da nismo dobro videli slike sto nije tacno. Zatim je odgovornost prebacena na buking koji im je vec pravio slicne greske. Na zahtev da vidimo apartman sa slike receno je da je zauzet a izasao je kao slobodan prilikom rezervacije. Zatim, na pitanje sta bi bilo da je pisla i treva isoba i da smo hteli da korigujemo rezervaciju i cenu za troje receno nam je da oni imaju u tom slucaju rezervni smestaj. Ko zeli ovakvu neizvesnost i mahinacije oko smestaja preporucunem sansajn. Da, pogledajte i ostale recenzije, nismo jedini. Kao gest dobre volje  domacica ce vam ponuditi da ostanete duze  sutradan u smestaju ali to svakako ne moze da ublazi osecaj da ste prevareni",8,"Ako se moze zanemariti cinjenica da smo rezervisali apartman a dobili sobu sa kupatilom smestaj se moze oceniti kao udoban i cist sa prostranim i savrseno cistim kupatilom. Ako zelite sobu bez frizidera i kupatilom dobicete dobar smestaj na odlicnoj lokaciji. Na terasu i parking koje vidite na slikama zaboravite.Ne postoje u sklopu ove smestajne jedinice Rezervisali smo apartman sa slike posto je bilo upitno da li ce i treci clan porodice poci sa nama. Docekala nas je dvokrevetna soba bez terase i mesta za parking. Objasnjenje domacina je da nismo dobro videli slike sto nije tacno. Zatim je odgovornost prebacena na buking koji im je vec pravio slicne greske. Na zahtev da vidimo apartman sa slike receno je da je zauzet a izasao je kao slobodan prilikom rezervacije. Zatim, na pitanje sta bi bilo da je pisla i treva isoba i da smo hteli da korigujemo rezervaciju i cenu za troje receno nam je da oni imaju u tom slucaju rezervni smestaj. Ko zeli ovakvu neizvesnost i mahinacije oko smestaja preporucunem sansajn. Da, pogledajte i ostale recenzije, nismo jedini. Kao gest dobre volje  domacica ce vam ponuditi da ostanete duze  sutradan u smestaju ali to svakako ne moze da ublazi osecaj da ste prevareni",pozitivan
"Svaka preporuka za boravak, apartmani su neverovatno uredni i lepo uredjeni. Veoma lak dogovor :)",,10,"Svaka preporuka za boravak, apartmani su neverovatno uredni i lepo uredjeni. Veoma lak dogovor :) ",pozitivan
"Mir, udobnost, osoblje, pogled, hrana...","Bilo je pretoplo u sobi, 22 stepena je bilo, ali pretoplo, iako sam pokušala da spustim ma 20",10,"Mir, udobnost, osoblje, pogled, hrana... Bilo je pretoplo u sobi, 22 stepena je bilo, ali pretoplo, iako sam pokušala da spustim ma 20",pozitivan
Lokacija i nivo privatnosti su nam se dopali najviše. Naša jedinica je bila jako prijatna i čista.,,9,Lokacija i nivo privatnosti su nam se dopali najviše. Naša jedinica je bila jako prijatna i čista. ,pozitivan
"Hotel je lep, cist osoblje ljubazno",Nema papuca u sobi,8,"Hotel je lep, cist osoblje ljubazno Nema papuca u sobi",pozitivan
"Izuzetno ljubazni domaćini, odlučna lokacija, divan pogled.",,10,"Izuzetno ljubazni domaćini, odlučna lokacija, divan pogled. ",pozitivan
"bukvalno nov hotel, moderan, na odlicnoj lokaciji. svaka preporuka.",,10,"bukvalno nov hotel, moderan, na odlicnoj lokaciji. svaka preporuka. ",pozitivan
Odlican i prostran apartman sa pogledom na reku i kulu.,,10,Odlican i prostran apartman sa pogledom na reku i kulu. ,pozitivan
"Osoblje ljubazno i sve je besprekorno čisto, sve preporuke.",,10,"Osoblje ljubazno i sve je besprekorno čisto, sve preporuke. ",pozitivan
Lokacija,,10,Lokacija ,pozitivan
"Lokacija, higjena, a naročito kupatilo, koje je prostrano, dobro opremljeno, sa super tuš kabinom","Nemam primedbi, osim možda mala sugestija: U predsoblju ugraditi neki čiviluk za kapute.",10,"Lokacija, higjena, a naročito kupatilo, koje je prostrano, dobro opremljeno, sa super tuš kabinom Nemam primedbi, osim možda mala sugestija: U predsoblju ugraditi neki čiviluk za kapute.",pozitivan
"Gazdarica jako ljubazna, odlican smestaj, preporuka!",,10,"Gazdarica jako ljubazna, odlican smestaj, preporuka! ",pozitivan
"Odličan hotel, ljubazno osoblje",,10,"Odličan hotel, ljubazno osoblje ",pozitivan
"Sve pohvale, jako lepo sredjen apartman.",,10,"Sve pohvale, jako lepo sredjen apartman. ",pozitivan
"Izuzetno osoblje koje želi da izađe u susret svakom zahtevu gosta, čisto, topao i čist bazen.",,10,"Izuzetno osoblje koje želi da izađe u susret svakom zahtevu gosta, čisto, topao i čist bazen. ",pozitivan
"Izuzetno ljubazni domacini. Odlicna lokacija, stogi centar uz to imaju i obezbedjen parking.
Jesnu stvar bih izdvojio, odlican krevet, udoban za cistu desetku. Sve pohvale i preporuke.",,10,"Izuzetno ljubazni domacini. Odlicna lokacija, stogi centar uz to imaju i obezbedjen parking.
Jesnu stvar bih izdvojio, odlican krevet, udoban za cistu desetku. Sve pohvale i preporuke. ",pozitivan
,SPA centar bi mogao biti veći.,10, SPA centar bi mogao biti veći.,pozitivan
"Higijena na visokom nivou, sve pohvale.💯💫",,10,"Higijena na visokom nivou, sve pohvale.💯💫 ",pozitivan
"Osoblje je jako ljubazno, naročito na recepciji. Odnos cene i usluge je odličan. Sobe su prostrane i čiste.",,8,"Osoblje je jako ljubazno, naročito na recepciji. Odnos cene i usluge je odličan. Sobe su prostrane i čiste. ",pozitivan
"Hotel je dobar omjer cijene i kvaliteta. Smješten je u samom centru zbivanja - blizu je Trg republike, Knez Mihajlova ulica, više muzeja, javni gradski prijevoz, Kalemegdan, ... wifi je dobar. Ulica je tiha, a osoblje jako ljubazno. Mi nismo uzeli doručak, ali odmah iza ćoška se nalazi Kafeterija gdje je moguće uzeti dobar doručak za normalnu cijenu. Javni parking Obilićev venac je blizu hotela i ima milion mjesta :-)",Nedostaje ogledalo u sobi.,8,"Hotel je dobar omjer cijene i kvaliteta. Smješten je u samom centru zbivanja - blizu je Trg republike, Knez Mihajlova ulica, više muzeja, javni gradski prijevoz, Kalemegdan, ... wifi je dobar. Ulica je tiha, a osoblje jako ljubazno. Mi nismo uzeli doručak, ali odmah iza ćoška se nalazi Kafeterija gdje je moguće uzeti dobar doručak za normalnu cijenu. Javni parking Obilićev venac je blizu hotela i ima milion mjesta :-) Nedostaje ogledalo u sobi.",pozitivan
"Sve nam se dopalo. Lokacija je odlicna, osoblje je jako ljubazno, dorucak korektan. Sobe su moderno opremljene, sve funkcioniše.
Definitivno za preporuku 💫",Voda u bazenu je hladnija.,10,"Sve nam se dopalo. Lokacija je odlicna, osoblje je jako ljubazno, dorucak korektan. Sobe su moderno opremljene, sve funkcioniše.
Definitivno za preporuku 💫 Voda u bazenu je hladnija.",pozitivan
Stan na izuzetnoj lokaciji sa parking mestom u garazi .Sve preporuke dolazim ponovo zasigurno.,,10,Stan na izuzetnoj lokaciji sa parking mestom u garazi .Sve preporuke dolazim ponovo zasigurno. ,pozitivan
"Hotel je prelep i inovativan. Ugostitelji su veoma ljubazni. Sobe su veoma ciste i odlicno opremljene. Dorucka je bio odlican i raznovrsan, kao i hrana u restoranu,a pogotovo pizza.",,10,"Hotel je prelep i inovativan. Ugostitelji su veoma ljubazni. Sobe su veoma ciste i odlicno opremljene. Dorucka je bio odlican i raznovrsan, kao i hrana u restoranu,a pogotovo pizza. ",pozitivan
"Sirok izbor za dorucak. Na dohvat ruke pekara, restoran domace hrane, prodavnica i piljara. Odlicna lokacija. Lep i veliki stan, dobro opremljen. Miran kraj. Veoma smo zadovoljni!",,10,"Sirok izbor za dorucak. Na dohvat ruke pekara, restoran domace hrane, prodavnica i piljara. Odlicna lokacija. Lep i veliki stan, dobro opremljen. Miran kraj. Veoma smo zadovoljni! ",pozitivan
"Hrana perfektna, osoblje ljubazno, apartman prelepo sređen","Spa centar, đakuzi nije radio, prljav je spa centar,",8,"Hrana perfektna, osoblje ljubazno, apartman prelepo sređen Spa centar, đakuzi nije radio, prljav je spa centar,",pozitivan
Odličan smestaj.,,10,Odličan smestaj. ,pozitivan
"Osoblje, lokacija",,8,"Osoblje, lokacija ",pozitivan
"Lokacija fantasticna, centar grada, a neposredno uz park.
Kvalitetno opremljen apartman. Grejanje i topla voda non stop.
Privatni parking koji smo mogli da koristimo i nakon izlaska iz apartmana dok smo boravili u parku na klizalistu.
Dovoljno peskira svih velicina.","Kapacitet apartmana nedovoljan za 3 odrasla i 2 deteta, jer se mora koristiti i krevet na rasklapanje u dnevnom boravku koji je bio izuzetno neudoban.
Manjak sadrzaja u kuhinji.
Kupatilo bez tus gela i sampona.",8,"Lokacija fantasticna, centar grada, a neposredno uz park.
Kvalitetno opremljen apartman. Grejanje i topla voda non stop.
Privatni parking koji smo mogli da koristimo i nakon izlaska iz apartmana dok smo boravili u parku na klizalistu.
Dovoljno peskira svih velicina. Kapacitet apartmana nedovoljan za 3 odrasla i 2 deteta, jer se mora koristiti i krevet na rasklapanje u dnevnom boravku koji je bio izuzetno neudoban.
Manjak sadrzaja u kuhinji.
Kupatilo bez tus gela i sampona.",pozitivan
"Meni je bilo super. sobica mala, ususkana, topla. Kupatilo čisto, uredno i komforno. Tople vode ima uvek. Tu su neophodne stvari - fen, peškiri i papuče. Za par dana boravka više nego odlično, još za te pare.",,10,"Meni je bilo super. sobica mala, ususkana, topla. Kupatilo čisto, uredno i komforno. Tople vode ima uvek. Tu su neophodne stvari - fen, peškiri i papuče. Za par dana boravka više nego odlično, još za te pare. ",pozitivan
"Radno vreme je non stop
Rezervisano parklng mesto
U centru grada0",,10,"Radno vreme je non stop
Rezervisano parklng mesto
U centru grada0 ",pozitivan
Sve je perfektno!,,10,Sve je perfektno! ,pozitivan
"Lokacija,usluga,enterijer.
Uredno,cisto,ljubazno osoblje za sve sto vam je potrebno",,10,"Lokacija,usluga,enterijer.
Uredno,cisto,ljubazno osoblje za sve sto vam je potrebno ",pozitivan
Ljubazno osoblje,Lose uradjena zgrada. Duvalo je kroz zatvoren prozor,9,Ljubazno osoblje Lose uradjena zgrada. Duvalo je kroz zatvoren prozor,pozitivan
"Lokacija, gostojubivost, pogled, styling, prilaz",Stalaze i posude za kozmetiku u kupatilu,10,"Lokacija, gostojubivost, pogled, styling, prilaz Stalaze i posude za kozmetiku u kupatilu",pozitivan
Mladi i susretljivi domacini. Hrana izuzetna.,"Sam putni prilaz smjestajnoj jedinici je u losem stanju ali kad se dodje na lokaciju, pogled i udobnost sve ispravljaju.",10,"Mladi i susretljivi domacini. Hrana izuzetna. Sam putni prilaz smjestajnoj jedinici je u losem stanju ali kad se dodje na lokaciju, pogled i udobnost sve ispravljaju.",pozitivan
Sve je bilo savršeno,,10,Sve je bilo savršeno ,pozitivan
"Укусан, разноврстан доручак, удобан и широк кревет, јако чиста соба из које се пружа диван поглед ка западу",,10,"Укусан, разноврстан доручак, удобан и широк кревет, јако чиста соба из које се пружа диван поглед ка западу ",pozitivan
Apsolutno sve,Nema toga,10,Apsolutno sve Nema toga,pozitivan
"Ljudi na recepciji od jako velike koristi,preljubazni.Osecala sam se kao kod kuce.Na samom prijemu sam dobila kolacic i kafu,a uvece su organizovali druzenje u pabu uz posluzenje,palacinke,caj,kafa,igre.Sve preporuke za hostel.Hvala na svemu dobri ljudi.",,10,"Ljudi na recepciji od jako velike koristi,preljubazni.Osecala sam se kao kod kuce.Na samom prijemu sam dobila kolacic i kafu,a uvece su organizovali druzenje u pabu uz posluzenje,palacinke,caj,kafa,igre.Sve preporuke za hostel.Hvala na svemu dobri ljudi. ",pozitivan
"Priroda, hrana, osoblje",Treba ponesto renovirati,9,"Priroda, hrana, osoblje Treba ponesto renovirati",pozitivan
Sve pohvale,,10,Sve pohvale ,pozitivan
Doručak je bilo fenomenalan,Sobe treba pod hitno renovirati,8,Doručak je bilo fenomenalan Sobe treba pod hitno renovirati,pozitivan
,"Odlična lokacija, nije skupo, sve je odlično, preporučujem",10," Odlična lokacija, nije skupo, sve je odlično, preporučujem",pozitivan
,"Nismo bili smešteni u sobi koju smo rezervisali. Iako je pisalo da je parking obezbeđen, bilo je problema i sa mestom za parkiranje.",3," Nismo bili smešteni u sobi koju smo rezervisali. Iako je pisalo da je parking obezbeđen, bilo je problema i sa mestom za parkiranje.",negativan
Dobra lokacija.,"Krevet za dete nije namešten iako smo na recepciji podneli zahtev. posle druge molbe da donesu kompet posteljine za dete, nisu doneli jer su rekli da nemaju čistu posteljinu. 
Kada smo se odjavili na recepciji nam nisu izdali račun. Nakon zahteva i ubeđivanja izdali su nam račun.",3,"Dobra lokacija. Krevet za dete nije namešten iako smo na recepciji podneli zahtev. posle druge molbe da donesu kompet posteljine za dete, nisu doneli jer su rekli da nemaju čistu posteljinu. 
Kada smo se odjavili na recepciji nam nisu izdali račun. Nakon zahteva i ubeđivanja izdali su nam račun.",negativan
Lokacija,"Parking mesto je previše usko i nema dovoljno mesta za izlazak iz vozila.
Apartman je takodje premali i raspored nameštaja je takav da ne može da se prođe između frižidera i kreveta.",2,"Lokacija Parking mesto je previše usko i nema dovoljno mesta za izlazak iz vozila.
Apartman je takodje premali i raspored nameštaja je takav da ne može da se prođe između frižidera i kreveta.",negativan
SUPER SVE HVALA PUNO 💋💋💋,Nista 🤪,2,SUPER SVE HVALA PUNO 💋💋💋 Nista 🤪,negativan
Sobe su prostarne i uredne.,"Na mog petogodišnjeg sina je pao tobogan koji nije bio zašrafljen te je povredio glavu (išli smo na hitnu i kod dečjeg hirurga na ušivanje). Velika jedinica za nebrigu i neodgovornost menadžmenta, a osoblju takođe minus koji su odmah nakon incidenta, na krvav tobogan,  pustili drugu decu da se igraju
Ne smem ni da zamislim šta je gore moglo da se desi.",1,"Sobe su prostarne i uredne. Na mog petogodišnjeg sina je pao tobogan koji nije bio zašrafljen te je povredio glavu (išli smo na hitnu i kod dečjeg hirurga na ušivanje). Velika jedinica za nebrigu i neodgovornost menadžmenta, a osoblju takođe minus koji su odmah nakon incidenta, na krvav tobogan,  pustili drugu decu da se igraju
Ne smem ni da zamislim šta je gore moglo da se desi.",negativan
Nista,"Neko nas je prevario ili Booking ili hotel , kad sam rezervisao sobu kao Genius korisnik pisalo 51 e , cim sam obavio rezervaciju izbacio je novi iznos 59 e ! A naplatili su mi iz hotela 63 e i to dan pre dolaska , prava lakrdija ! Napominjem da sam genius korisnik treci nivo i da 10 ak godina putujem preko  Bookinga i ovakvo menjanje cjena nisam nikad video , sreca da su mali iznosi jer sam rezervisao samo jednu noc ali sramota je varati svoje redovne korisnike usluga !",2,"Nista Neko nas je prevario ili Booking ili hotel , kad sam rezervisao sobu kao Genius korisnik pisalo 51 e , cim sam obavio rezervaciju izbacio je novi iznos 59 e ! A naplatili su mi iz hotela 63 e i to dan pre dolaska , prava lakrdija ! Napominjem da sam genius korisnik treci nivo i da 10 ak godina putujem preko  Bookinga i ovakvo menjanje cjena nisam nikad video , sreca da su mali iznosi jer sam rezervisao samo jednu noc ali sramota je varati svoje redovne korisnike usluga !",negativan
Osoblje i velicina kompleksa,"Hladan apartman,4 sata nisu rragovali na prijavu da ne radi grejanje. Macke setaju po restoranu,pas lezu na sred toaleta,muve po hrani.",3,"Osoblje i velicina kompleksa Hladan apartman,4 sata nisu rragovali na prijavu da ne radi grejanje. Macke setaju po restoranu,pas lezu na sred toaleta,muve po hrani.",negativan
Devojke koje rade na recepciji su bile ljubazne.,"Krevet se polomio. Voda koja bi trebala da navodno uvek bude topla nije bila, za zimske dane - katastrofa. Šampanjac koji je obećan uz sobu nije bio tu- obećano nam je da će ga doneti sutra, naravno nisu. Dobro je da nismo propali ( što se parketa tiče)",2,"Devojke koje rade na recepciji su bile ljubazne. Krevet se polomio. Voda koja bi trebala da navodno uvek bude topla nije bila, za zimske dane - katastrofa. Šampanjac koji je obećan uz sobu nije bio tu- obećano nam je da će ga doneti sutra, naravno nisu. Dobro je da nismo propali ( što se parketa tiče)",negativan
Lokacija je dobra,"Cena na na sajtu i vlasnikova se razlikovala ,jos je i dodatno naplatio parking u objektu.",2,"Lokacija je dobra Cena na na sajtu i vlasnikova se razlikovala ,jos je i dodatno naplatio parking u objektu.",negativan
"Dolazimo ovde uvek kad smo u Bgd.Zaista lep hotel,čist.Doručak dobar.",Buka.Da li je loša izolacija ili loši kreveti.Celu noc nije moglo da se spava  od vriske i lomljenja kreveta iz susednih soba.,2,"Dolazimo ovde uvek kad smo u Bgd.Zaista lep hotel,čist.Doručak dobar. Buka.Da li je loša izolacija ili loši kreveti.Celu noc nije moglo da se spava  od vriske i lomljenja kreveta iz susednih soba.",negativan
Pub.,Sve ostalo.,1,Pub. Sve ostalo.,negativan
Lokacija je dobra,"Cena na na sajtu i vlasnikova se razlikovala ,jos je i dodatno naplatio parking u objektu.",2,"Lokacija je dobra Cena na na sajtu i vlasnikova se razlikovala ,jos je i dodatno naplatio parking u objektu.",negativan
,"Na prvi pogled ne izgleda lose, ali u kupatilu nedostaju plocice, po malo se raspada, jastuci su poput kamena, od dve sobe i 8 jastuka, samo je 1 bio mekan. Hotel zaista zahteva renoviranje, imali smo osecaj da ce se sve raspasti. Ali sto se tice destinacije sve je bilo jako blizu. A osoblje je bilo pomalo negativno, na zalost.",3," Na prvi pogled ne izgleda lose, ali u kupatilu nedostaju plocice, po malo se raspada, jastuci su poput kamena, od dve sobe i 8 jastuka, samo je 1 bio mekan. Hotel zaista zahteva renoviranje, imali smo osecaj da ce se sve raspasti. Ali sto se tice destinacije sve je bilo jako blizu. A osoblje je bilo pomalo negativno, na zalost.",negativan
Grejanje,"Prljav frizider, posteljina, krevet klimav,losa zvucna izolacija..........",2,"Grejanje Prljav frizider, posteljina, krevet klimav,losa zvucna izolacija..........",negativan
SUPER SVE HVALA PUNO 💋💋💋,Nista 🤪,2,SUPER SVE HVALA PUNO 💋💋💋 Nista 🤪,negativan
,"Gospođa, koja je radila za recepcijom u popodnevnoj smeni, bila je jako ljubazna i predusretljiva sve pohvale za nju. Međutim, recepcioner u noćnoj smeni, Stefan mislim da mu je ima, prvo nije nas pozvao, a imale smo naručeno buđenje za avion rano ujutru, što znači da je bilo do njega propustile bismo avion,  onda je bio jako neljubazan i kad smo mu objašnjavale da imamo zakazan taksi do aerodroma.",3," Gospođa, koja je radila za recepcijom u popodnevnoj smeni, bila je jako ljubazna i predusretljiva sve pohvale za nju. Međutim, recepcioner u noćnoj smeni, Stefan mislim da mu je ima, prvo nije nas pozvao, a imale smo naručeno buđenje za avion rano ujutru, što znači da je bilo do njega propustile bismo avion,  onda je bio jako neljubazan i kad smo mu objašnjavale da imamo zakazan taksi do aerodroma.",negativan
,Nije imalo uopste grejanje,3, Nije imalo uopste grejanje,negativan
Osoblje i velicina kompleksa,"Hladan apartman,4 sata nisu rragovali na prijavu da ne radi grejanje. Macke setaju po restoranu,pas lezu na sred toaleta,muve po hrani.",3,"Osoblje i velicina kompleksa Hladan apartman,4 sata nisu rragovali na prijavu da ne radi grejanje. Macke setaju po restoranu,pas lezu na sred toaleta,muve po hrani.",negativan
