positive,negative,rating
Čist i uredan smeštaj. Sve je novo i moderno. Domaćini uslužni. Vredi i više nego što košta.,Nije do Navigatora već do lokalne samouprave. Put do hotela nije asfaltiran ali je prihvatljiv,10
Sve,,10
"Izuzetnost u opremljenosti apartmana, izgledu i  čistoći. Tišina i prijatnost boravka, osećaj sigurnosti, privatni parking.",Nikakve zamerke ni od strane najprobirljivijih gostiju.,10
"Osoblje ljibazno ,hotel cist sve super",,10
"Vrlo prijatan ambilent, objekat je nov tek otvoren.","Mala neorganizovanost, ali u prihvatljivim okvirima",8
Odličan smestaj.,,10
"Apartmani su prelepi, osoblje ljubazno.
Osecali smo se kao da pripadamo tamo.",,10
"Odlicna lokacija  za odmor ,u neppsrednoj blizini jezera. Smestaj je izuzetno cist/udoban. Privatan parking.Svaka preporuka za objekat .",Sve ok,9
Čistoća.,Recepcionarka slabo zna srpski jezik. Stranci koji su boravili pijani ispod prozora u 3:30-05:30 buka katastrofalna.,10
mir tisina cisto  sve ok,manja mozda kvadratura apartmana,9
"Apartman je bio odlican, sve je bilo cisto, novo, lokacija odlicna, okolina tiha, mirna...
Prelepo mesto za odmor i opustanje",Sve nam se dopalo.,9
Sve je odrzavano,sve je bilo ok,9
"Izuzetno ljubazni domaćini, spremni da pomognu i oko stvari koje nisu deo hotelske usluge.  Čistoća je na zavidnom nivou.",,9
"Пријатни људи, уредан апартман,локација,поглед да терасе за ручавање",,10
Zgrada u kojoj je apartman je nova i pristojno izgleda.,"Prilaz objektu je sa neobeleženog makadamskig puta, prašnjavog ili blatnjavog u dužini od 500+ metara. Apartman koji smo rezervisali na bookingu nije na slikama isti, ponuđen nam je smeštaj uz doplatu u drugom apartmanu.",5
"Mirna lokacija, idealno za odmor i relaksaciju. Izuzetno gostoljubiv i ljubazan domaćin.
Sve ok.",,10
"Sve. Od smeštaja, sadržaja, imanje je veliko. Privatnost i mir zagarantovani. Gazda ljubazan. Idealno i za porodična okupljanja",,10
"Lokacija- u prirodi. Veliki plac. Bilo je samo nas dvoje, ali ovo je idealno za veća društva. Domaćini su izuzetno ljubazni.","Čistoća bi mogla biti dosta bolja, prvenstveno u kuhinji. Frižider ne hladi kako treba i malih je dimenzija uz to. Da nismo doneli već ohladjeno ne bi stiglo da se ohladi uopšte. 
Mesto za sedenje pored bazena bi moglo biti malo lepše.",9
Ljubaznost domacina najvise a sve ostalo je bolje od ocekivanog,,10
"Prelep ambijent,domacin po meri!
Sve top",,10
Sve je bilo odlicno,Nemamo zamerke,10
"Iako smo dosli u sred zime u prirodu, kuca za odmor je bila topla i uredna, sve je bilo kako treba. Imanje je veliko, sa lepim pogledom, deca i ljubimci imaju prostora za svako uzivanje. Postoje pripremljene mape i brosure uz koje se lako obilaze manastiiri, Nacionalni park, Sremski Karlovci, Dunav
Divno:)",,10
"Prelepa priroda,sjajan odmor",,10
"За љубитеље природе, мира и тишине одлична локација. Љубазан домаћин се потрудио око сваког детаља. Посебно ми се допала мини библиотека у којој се налазе наслови за свачији укус. Поред тога, поглед који пуца на све стране и чист, свеж ваздух.",,10
"Idealno mesto za odmor,mir,tišina,svež vazduh,prijatno okruženje,sve preporuke",,10
"Kuća okružena prirodom, čistim vazduhom i tišinom, predstavlja idealno mesto za odmor od svakodnevnog gradskog života. Vlasnik apartmana preljubazan, a dogovor sa njim izuzteno lak i brz.",,10
"Domaćin je jako ljubazan. Posjed je veliki i ima sadržaje za miran boravak sa djecom, ili pak za druženje sa prijateljima. Preporučujem ovu smještajnu jedinicu u toplijem periodu godine.","U vikendici je jedan klima uređaj koji može zagrijati samo potkrovlje dok u prizemlje toplota uopšte ne dopire. Bilo nam je hladno i vrijeme smo proveli u zimskim jaknama.
Kupatilo je takođe bez grijanja.",8
"sve je extra,priroda fantasticna a vlasnik veoma ljubazan i spreman za pomoci",,10
"Odlican smestaj , sve pohvale .",-,10
"Lokacija, osvetlenje",,10
Lokacija.Cisto.Toplo. Kvalitetna klima koja brzo ugrije i podno grijanje u kupatilu. Spremili su nam sobu u 12 sati i obavijestili Zena koja cisti je jako ljubazna. Apsolutna preporuka. Sledeci put biram ovaj apartman,,10
"Sve. Izuzetno ljubazni, spremni uvek da pomognu u bilo koje doba, lokacija odlična. Cisto, lep pogled.",,10
"Osoblje hotela je bilo jako ljubazno, apartman izuzetno cist, sve pohvale doci cemo ponovo.",,10
Odlična lokacija.Udobno i moderno opremljeno.,,10
"Fenomenalna lokacija, treba doći probati i uživati!",,10
"Sjajna lokacija, moderne sobe, pogled i predivno osoblje 🥰",,10
"Sve je savršeno, preporučujem!",,10
"Osoblje, smestaj, lokacija, bezbednost, cistoca,sve osim grejanja je bilo izvanredno. Osoblje je izaslo u susret i zamenilo jedinicu , po istoj ceni. Sve pohvale",,8
"Smeštaj je u samom centru grada. Izuzetno čiste i lepe sobe. 
Za svaku preporuku. Komunikacija sa osoboljem je jako dobra.",,10
"Higijena,interrijer,osoblje",,10
"Soba je lepa,na slikama izgleda dosta veca,pogled jako lep,lokacija odlicna...",Nije mi se svidelo sto se u sobi oseca dim od cigareta. Mozda malo vise poraditi na tome i jos nekim detaljima oko higijene.,8
"Bilo je fantastično, uredno i mirno na fenomenalnoj lokaciji. Osoblje je jako ljubazno",,10
Nista specijalno,"Parking nije na istoj lokaciji kao i hotel, a ujedno je i uzasan. Preuzak parking jedva se prolazi, pritom ga naplacuju 20€ dnevno sto je preskupo. Soba mala, na recepciji nikog nema od zaposlenih. Losa usluga, ne bih preporucila nikome.",3
"Ljubazan domaćin, čisto, odlicna lokacija.",,10
"Apartman se nalazi na najboljoj lokaciji u gradu. Savrsen enterijer,apsolutno sve u unutar apartmana je novo i prelepo. Domacin uvek na usluzi,jako prijatan i kulturan. Sasvim sigurno apartman gde cu boraviti svakog puta kada sam u Beogradu. 10 od 10!",,10
"Odlična lokacija, apartman sadrži sve što je potrebno.  Domaćin veoma ljubazan i susretljiv. Sve preporuke! 😊",,10
Smestaj je bio savrsen kao i osoblje.,,10
"Prelijep hotelčić na dobroj lokaciji (20tak minuta pješke do centra). Ljubazno i susretljivo osoblje. 
Odličan restoran Uprava 1927.
Sve preporuke za dolazak.",,10
"Sve pohvale za domaćine; izvrsna hrana, predivna priroda, čist vazduh… Mi smo uživali.",,10
Posvecenost domaćina u svakom segmentu usluge gostima. Moderan pristup ruralnom turizmu i perspektiva razvoja istog na celom području.,,10
"Divna kuca sa puno cveca i organiskom bastom. Pogled na planinu, mir, tisina, cist vazduh.Sve uredjeno sa puno paznje i ljubavi i veoma cisto. 
Odlicna domaca hrana.Jako ljubazni domacini :) 
Savrseno!",,10
Mladi i susretljivi domacini. Hrana izuzetna.,"Sam putni prilaz smjestajnoj jedinici je u losem stanju ali kad se dodje na lokaciju, pogled i udobnost sve ispravljaju.",10
"Udobno, čisto, veoma ljubazni domaćini, izuzetna lokacija. Najtoplije preporuke.",,10
"Naša jedinica je bila jako prijatna i čista, krevet baš udoban, osoblje vrlo ljubazno. Smeštaj se nalazi u mirnom kraju a opet ste nadomak svih bitnih lokacija.",,9
"Sve je bilo u najboljem redu, apartman se nalazi u centru grada, sve vam je bukvalno tu, imala je i mogucnost parkinga na nekih 50 metara. Ivana je bila puno od koristi i izasla je u susret nasim zeljama",Nista,10
Lokacija i nivo privatnosti su nam se dopali najviše. Naša jedinica je bila jako prijatna i čista.,,9
Sve mi se dopalo,,8
"Ljubaznost, lokacija, udobnost - sve na svom mestu!",,10
"Osoblje je jako ljubazno, smeštaj je blizu centra, lep i nov.",Mekan dušek i jastuci,9
Odlican,,10
"Veoma prijatna gazdarica, vrlo lak dogovor
Preudoban bračni krevet, sve čisto
Jako blizu centra, autom 2-3 min, pešice maksimalno 10 min",,10
"Sve je super bilo, preporučujem svima ovaj apartman najbolji su❤️",,10
Nova objekat sa ukusom,U kupatilu je zavesa za tus kabinu I odvod zapusen,9
"Lep cist objekat, u centru, prijatna domacica........","Nema sampona, kafe.... secera...... caja......",8
,"Strmo stepenište, prozor bez roletne i zastora",9
Sve je bilo ekstra,,9
"Ugodan smestaj na finoj lokaciji. Mirna ulica, blizina centra. Besplatan javni praking ispred smestaja.
Vlasnica izuzetna.
Higijena na zavidnom nivou.
Kreveti prostrani i udobni.","Gornje sobe su malo nepristupacne zbog strmih stepenica, ne preporucujem za malu decu.
Toaleti bez prozora.
Prozor bez venicijanera ili roletne.",9
Lokacija,Nema zamerki,9
"Lokacija je dobra, blizu centra, a opet u mirnoj ulici. Apartman je bio čist, ok komunikacija za preuzimanje ključeva prilikom dolaska.","Tuš kabina u kupatilu ne samo da propušta vodu, već pravi poplavu u celom kupatilu prilikom svakog tuširanja. Apartman je bio ledeno hladan pri ulasku iako smo najavili okvirno vreme dolaska. Voda u kuvalu je stajala ko zna od kad. Dalje, zvučna izolacija ne postoji! Ukoliko nemate sreće da apartman iznad vas bude popunjen, nećete moći da normalno funkcionišete jer čujete i osetite vibraciju svakog koraka, čujete razgovore, vodu u kupatilu, gotovo kao da delite apartman sa nepoznatim ljudima. Objekat je samo fino našminkan i ništa više od toga, pa me čude ovako dobre recenzije. Možda u ostalim sobama, u sobi 5 u kojoj smo mi bili je baš loše.",4
Novi i drugačiji pogled na moderni Beograd čije vrijeme tek dolazi :),,10
"Izuzetno profesionalni i predusretljivi domacini, odgovori na par nasih pitanja koje smo imali u vezi smestaja su nam stizali u roku od nekoliko minuta, izmedju ostalog su nam omogucili da ostavimo nas automobil u garazi i posle check-outa (objekat smo napustili oko 11:00, ali smo i taj dan proveli u Beogradu, a auto nam je ostao parkiran u garazi objekta do naseg polaska iz Beograda oko 17:00, i za tu dodatnu uslugu nam nisu trazili nikakvu doplatu). Jedina mala zamerka je nedovoljno detaljna plan ulica i polozaja ulaza u zgradu i garazu - taj deo Beograda se gradi veoma brzo tako da update  karte na Google Mapsu mozda nije bio najaktuelniji pa nam  nije bas bilo jednostavno na pocetku da pronadjemo objekat, ali mozda je to delimicno i zbog Google mapsa. Sve preporuke
Äußerst professionelle und zuvorkommende Gastgeber. Die Antworten auf unsere Anfragen bezüglich der Unterkunft kamen innerhalb von Minuten. Sie haben uns auch erlaubt, unser Auto sogar nach dem Auschecken in der Garage zu lassen. Die einzige kleine Beschwerde betrifft den unzureichend detaillierten Straßenplan und die Lage des Eingangs zum Gebäude und zur Garage - dieser Teil von Belgrad entwickelt sich sehr schnell, sodass das Update der Karte auf Google Maps möglicherweise nicht das aktuellste war. Alle Empfehlungen.
Extremely professional and accommodating hosts. Responses to our inquiries regarding the accommodation came within minutes. They also allowed us to leave our car in the garage even after check-out. The only minor complaint is the insufficiently detailed street plan and location of the building entrance and garage - this part of Belgrade is developing very rapidly, so the update of the map on Google Maps may not have been the most current. All recommendations.",,10
Sve je bilo ekstra 👍,,10
"sve je 10+ 
cistoca
lokacija
enterijer apartmana
udobnost posteljine",,10
lokacija,umivaonik svremena na vrijeme se zacepi,9
Sve je bilo u redu.,-,9
"Pogled iz soba, lokacija",Check in je kasnio 20ak min sto ne bi bio problem da nisam bio sa malom bebom..,10
"Dopalo na se bukvalno sve. Divna lokacija, nov, cist, prozracan apartman, ljubaznost na svakom koraku. Zahvaljujemo se na fleksibilnosti domacina, izasli su nam u susret u vezi check out vremena.",,10
Lokacija prelepa. Pogled iz apartmana čista čarolija.,,10
Sve nam je bilo lepo,,9
Odlicna lokacija,-,10
Strasno lepi pogled. Velike sobe. Lepo sredjeno. Sve je bilo super.,,10
"Luksuzan stan,čist,sadrzi apsolutno sve sto je potrebno,predivan pogled sa 21.sprata,....za svaku preporuku😊",Nemam zamerke.,10
Sve je super....,Nemam primjedbu...,10
"Sve pohvale za apartman, pogled predivan.. Nemam reci, sve preporuke, docu ponovo sigurno.",,10
"SVE JE BILO SUPER, OSEĆALI SMO SE KAO KOD KUĆE 😎",,10
Sve je bilo super... vraticemo se opet sigurno...,/,10
"Prelepo, ocena 10+, svaki nas sledeci dolazak za Bg, bice uvek u Vasim apartmanima.",,10
"Apartman prelep, moderan, pogled na reku. Blizu trznog centra, a i beton hale. Uvek bi se vratila. Beograd na vodi je stil zivota. Za preporuku.",,10
"Apartman je na odličnoj lokaciji, sa pogledom na reku. Čist je i lepo opremljen. Ima sve potrebne kuhinjske aparate, kao i mašinu za veš ,mašinu za sušenje...
Garaža je u okviru objekta, što je veliki plus.
Domaćini veoma ljubazni i profesionalni.
Lep gest je što su ostavili rashlađene flašice vode i sokove za goste. Sitnica koja ostavlja lep utisak dobrodošlice.",,10
"Prezadovoljan sam sa smeštajem! Vlasnica je vrlo ljubazna, sve je bilo uredno i čisto. 10+
Vidimo se sigurno opet! ☺️",Nije mi se dopalo što moram ići kući 😂,10
Alles ist perfekt 👌,,10
Lokacija sjajna.Vrhunska opremljenost i čistoca. Domacini srdacni .Pogled  sa 19 sprata  je  zadivljujuci.,Nema negativnosti.,10
"Sve sve sve, apsolutno sve je bilo savršeno. Crtani nas je dočekao na tvu jer su znali da dolazimo sa detetom. 🥰 Mogućnost plaćanja karticom je takođe veliki plus. Voda i sok u frižideru, kupkice u kupatilu, cista i mirišljava posteljina, odlično opremljen stan…❤️ Pogled je fantastičan.",Ivice na tv komodi bi mogle da imaju zaštitu za decu. Eto jedina sugestija :),10
"Generalno je sve savrseno. Veoma cisto, pametno uredjeno, toplo. Lokacija odlicna,parking extra. Nema se tu sta mnogo pricati,odlicno je!",Nemam nikakvih zamerki,10
Odlicna lokacija .Divan poglef . Apartman cist i udoban. Predivni domacin. Sve pohvale za Ivana !,,10
"Odlično! Čistoća, lokacija, ljubaznost…
Sve preporuke !",,10
"Pogled, terasa, opremljenost, udobnost, sve vrhunski,garaža odlična,preporuka svima, dolazimo opet sigurno!","Sve je novo, sve veoma čisto, usluga domaćina je izvanredna.",10
"Super Pozicija, i pogled je fantastičan, osoblje ljubazno","lep apartman a nema šampon za kosu, kupanje sa sapunom za ruke",8
"Ljubazan domaćin, smeštaj za svaku preporuku",,10
Sve,,10
"Lokacija,mir,priroda",,10
"sve nam se svidelo. od gazde pa do pogleda i udobnost i cistoca sve je bilo top.
cesto cemo dolaziti!",nema nista !!,10
Mir,,10
Odlican i prostran apartman sa pogledom na reku i kulu.,,10
"Odlicna lokacija blizu Galeria mall-a i sa pogledom na  Kulu Beograd. Cist i uredan stan, odlicna komunikacija sa domacinom.",,10
"Moderno i čisto..Sve je bilo kao na slikama čak i lepše..odlična lokacija,odličan i bezbedan  parking u garaži,krevet preudoban.Odlična komunkiacija..sigurno ćemo opet doći.",,10
"Sve je bilo super,soba čista,lokacija najbolja na par min od Knez Mihajlove,dorucak super",,10
Lokacija,,8
"Lokacija je odlicna, hotel je u centru grada tako da je sve lako dostupno. Osoblje je zaista ljubazno. Za nas da je boravak bio jako prijatan.",,8
Sve je bilo na nivou hotela sa 4 zvezdice!,,9
Prelijepo.,,9
"Sve-lokacija, ljubazno osoblje, cistoca odlicna!",Izuzetno slab dorucak-kada smo dosli sto je bio vise prazan nego pun!,7
"Hotel je dobar omjer cijene i kvaliteta. Smješten je u samom centru zbivanja - blizu je Trg republike, Knez Mihajlova ulica, više muzeja, javni gradski prijevoz, Kalemegdan, ... wifi je dobar. Ulica je tiha, a osoblje jako ljubazno. Mi nismo uzeli doručak, ali odmah iza ćoška se nalazi Kafeterija gdje je moguće uzeti dobar doručak za normalnu cijenu. Javni parking Obilićev venac je blizu hotela i ima milion mjesta :-)",Nedostaje ogledalo u sobi.,8
"Одлична централна локација.
Во близина многу убави ресторанти и кафитерии.
Многу пријатни рецепционери кои беа на располагање за многу дополнителни информации.
Удобни кревети и убаво средена и практична соба.","Телевизорот и гардароберот во собата беа расипани,што не баш ни направи проблем за 1 ноќ пресповање ама се работи кои не треба да останат занемарени.",8
Osoblje hotela je sjajno i tu da pomogne gostu za sve. Pohvala posebno za divnu Anju.,/,9
